X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,ST_SUBTYPE
-8987263.31692451,3277784.01645155,26608,1222296776,"CHURCH AT VIERA, INC.",9005 N WICKHAM RD,MELBOURNE,FL,32940,NOT AVAILABLE,(321) 259-3454,RELIGIOUS FACILITY,OPEN,121,BREVARD,12009,USA,28.22827,-80.73396,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8990978.38229075,3297241.0416286,26609,1222296786,COCOA HIGH SCHOOL EDUCATION FOR TEENAGE PARENTS,2000 TIGER TRL,COCOA,FL,32926,NOT AVAILABLE,(321) 632-5300,HEAD START,OPEN,40,BREVARD,12009,USA,28.382157,-80.767333,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8977943.09255785,3260637.90828871,26610,1222292850,CORAL REEF ACADEMY,1755 W NASA BLVD,MELBOURNE,FL,32901,NOT AVAILABLE,(321) 837-3330,CENTER BASED,OPEN,261,BREVARD,12009,USA,28.092476,-80.650235,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8980383.77239349,3259819.49336608,26611,1222292860,COUNTRY DAY FOR CHILDREN,1281 S WICKHAM RD,W MELBOURNE,FL,32904,NOT AVAILABLE,(321) 951-8005,CENTER BASED,OPEN,29,BREVARD,12009,USA,28.08599,-80.67216,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8986381.66655743,3286048.3000192,26612,1222292865,CROSS BRIDGE LEARNING CENTER,651 BARNES BLVD,ROCKLEDGE,FL,32955,NOT AVAILABLE,(321) 636-4603,CENTER BASED,OPEN,103,BREVARD,12009,USA,28.29366,-80.72604,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8992114.62033329,3309239.17580917,26613,1222296788,DISCOVERY KIDZ LEARNING CENTER LLC,946 FAY BLVD,COCOA,FL,32927,NOT AVAILABLE,(321) 639-0802,CENTER BASED,OPEN,45,BREVARD,12009,USA,28.47694,-80.77754,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8983900.57774663,3298428.43911433,26614,1222334055,DIVINE MERCY SCHOOL,1940 N COURTENAY PKWY,MERRITT ISLAND,FL,32953,NOT AVAILABLE,(321) 452-0263,RELIGIOUS FACILITY,OPEN,301,BREVARD,12009,USA,28.391541,-80.703752,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8977500.59758195,3250138.79220612,26615,1222292932,"DOORWAY TO LEARNING ENRICHMENT CENTER, INC.",1070 EMERSON DR NE,PALM BAY,FL,32907,NOT AVAILABLE,(321) 725-1166,CENTER BASED,OPEN,127,BREVARD,12009,USA,28.00924,-80.64626,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8983418.34171251,3295524.53708495,26616,1222296790,"EAST COAST CHRISTIAN ACADEMY, INC.",670 N COURTENAY PKWY,MERRITT ISLAND,FL,32953,NOT AVAILABLE,(321) 453-5437,RELIGIOUS FACILITY,OPEN,80,BREVARD,12009,USA,28.36859,-80.69942,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8969669.27140464,3260346.92747557,26617,1222292941,EASTMINSTER PRESBYTERIAN CCC,106 N RIVERSIDE DR,INDIALANTIC,FL,32903,NOT AVAILABLE,(321) 723-8371,RELIGIOUS FACILITY,OPEN,86,BREVARD,12009,USA,28.09017,-80.57591,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8987804.32964977,3293298.10208848,26618,1222296817,EMMA JEWEL CHARTER ACADEMY,705 BLAKE AVE,COCOA,FL,32922,NOT AVAILABLE,(321) 634-5462,CENTER BASED,OPEN,25,BREVARD,12009,USA,28.35099,-80.73882,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8996942.54664899,3321308.54391465,26619,1222293297,"EXPLORE AND DISCOVER, INC.",1680 KNOX MCRAE DR,TITUSVILLE,FL,32780,NOT AVAILABLE,(321) 269-3600,CENTER BASED,OPEN,187,BREVARD,12009,USA,28.5722,-80.82091,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/06 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8980456.13006251,3266168.99469763,26620,1222293238,"EXPLORE AND DISCOVER, MELBOURNE, INC.",3100 AURORA RD,MELBOURNE,FL,32934,NOT AVAILABLE,(321) 259-8445,CENTER BASED,OPEN,187,BREVARD,12009,USA,28.1363,-80.67281,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8979945.17359976,3273637.98549592,26621,1222293047,FAITH FELLOWSHIP ACADEMY,2820 BUSINESS CENTER BLVD,MELBOURNE,FL,32940,NOT AVAILABLE,(321) 294-6026,RELIGIOUS FACILITY,OPEN,318,BREVARD,12009,USA,28.19545,-80.66822,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8982852.83869928,3294804.70038597,26622,1222296809,FAITH LUTHERAN SCHOOL AND DAY CARE,280 E MERRITT AVE,MERRITT ISLAND,FL,32953,NOT AVAILABLE,(321) 452-4143,RELIGIOUS FACILITY,OPEN,150,BREVARD,12009,USA,28.3629,-80.69434,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8969375.38794894,3261781.70264899,26623,1222289890,FIRST BAPTIST CHURCH OF INDIALANTIC PRESCHOOL,170 WASHINGTON AVE,INDIALANTIC,FL,32903,NOT AVAILABLE,(321) 951-4584,RELIGIOUS FACILITY,OPEN,135,BREVARD,12009,USA,28.10154,-80.57327,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8976587.44379896,3256418.28879822,26624,1222296808,FIRST BAPTIST CHURCH PRESCHOOL,3301 DAIRY RD,MELBOURNE,FL,32904,NOT AVAILABLE,(321) 308-1124,RELIGIOUS FACILITY,OPEN,85,BREVARD,12009,USA,28.059031,-80.638057,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8977290.20374435,3265120.0046356,26625,1222293048,FIRST FRIENDS PRESCHOOL AND VPK,1501 W EAU GALLIE BLVD,MELBOURNE,FL,32935,NOT AVAILABLE,(321) 254-2339,RELIGIOUS FACILITY,OPEN,78,BREVARD,12009,USA,28.12799,-80.64437,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8983335.96528933,3292585.97380864,26626,1222296829,FIRST STEPS EDUCATION INC.,675 S COURTENAY PKWY,MERRITT ISLAND,FL,32952,NOT AVAILABLE,(321) 449-1199,CENTER BASED,OPEN,108,BREVARD,12009,USA,28.34536,-80.69868,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8973431.87019345,3293141.25354152,26627,1222289507,FIRST UNITED METHODIST CHILDCARE CENTER,3300 N ATLANTIC AVE,COCOA BEACH,FL,32931,NOT AVAILABLE,(321) 784-8881,RELIGIOUS FACILITY,OPEN,90,BREVARD,12009,USA,28.34975,-80.60971,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/03 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8992523.27418399,3312112.99211549,26628,1222334056,FRONTLINE CHILD CARE CENTER,175 SECLUDED WAY,TITUSVILLE,FL,32780,NOT AVAILABLE,(321) 567-7562,CENTER BASED,OPEN,94,BREVARD,12009,USA,28.49963,-80.781211,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8979064.63642759,3253044.16903676,26629,1222293049,"GIGGLES PRESCHOOL AND DAYCARE, INC","1320 CULVER DR NE, STE 10",PALM BAY,FL,32907,NOT AVAILABLE,(321) 723-6986,CENTER BASED,OPEN,93,BREVARD,12009,USA,28.03228,-80.66031,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8997591.53928031,3326668.88704306,26630,1222296827,GOOD SHEPHERD EARLY LEARNING CENTER,2073 GARDEN ST,TITUSVILLE,FL,32796,NOT AVAILABLE,(321) 264-1069,CENTER BASED,OPEN,58,BREVARD,12009,USA,28.61448,-80.82674,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8986030.90997389,3287079.99168908,26631,1222334057,GRACE AFTER SCHOOL,3420 MURRELL RD,ROCKLEDGE,FL,32955,NOT AVAILABLE,(321) 608-2211,RELIGIOUS FACILITY,OPEN,158,BREVARD,12009,USA,28.3018203,-80.7228891,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8967911.53664501,3256657.84272431,26632,1222293107,GRACE LUTHERAN PRESCHOOL,1805 OAK ST,MELBOURNE BEACH,FL,32951,NOT AVAILABLE,(321) 587-7687,RELIGIOUS FACILITY,OPEN,100,BREVARD,12009,USA,28.06093,-80.56012,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8983275.8527643,3295062.77448295,26633,1222293140,GRACE UNITED METHODIST PRESCHOOL,65 NEEDLE BLVD,MERRITT ISLAND,FL,32953,NOT AVAILABLE,(321) 452-4484,RELIGIOUS FACILITY,OPEN,150,BREVARD,12009,USA,28.36494,-80.69814,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8974899.06108211,3259237.82549091,26634,1222285384,HOLY TRINITY EPISCOPAL ACADEMY,1720 PEACHTREE ST,MELBOURNE,FL,32901,NOT AVAILABLE,(321) 723-8323,RELIGIOUS FACILITY,OPEN,36,BREVARD,12009,USA,28.08138,-80.62289,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/14 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8972240.75164196,3268164.95137174,26635,1222296818,INDIAN HARBOUR MONTESSORI,1230 BANANA RIVER DR,INDIAN HARBOUR BEACH,FL,32937,NOT AVAILABLE,(321) 777-1480,HEAD START,OPEN,52,BREVARD,12009,USA,28.15211,-80.59901,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8994532.70231229,3308036.25729334,26636,1222334058,INTERNATIONAL KIDZ ACADEMY INC.,6201 ADAMS PL,COCOA,FL,32927,NOT AVAILABLE,(321) 349-2559,CENTER BASED,OPEN,75,BREVARD,12009,USA,28.467441,-80.799262,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8994965.5124925,3319754.59955377,26637,1222283436,"JACK AND JILL'S PLAYSCHOOL AND NURSERY, INC.",305 ACORN DR,TITUSVILLE,FL,32780,NOT AVAILABLE,(321) 383-1956,CENTER BASED,OPEN,68,BREVARD,12009,USA,28.55994,-80.80315,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8988728.28142335,3294030.50785629,26638,1222292921,JUST FOR KIDS,1149 LAKE DR,COCOA,FL,32922,NOT AVAILABLE,(321) 877-4040,SCHOOL BASED,OPEN,270,BREVARD,12009,USA,28.35678,-80.74712,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8979445.3490861,3314283.01245296,26639,1222285636,KENNEDY SPACE CENTER CHILD DEVELOPMENT CENTER,A AVENUE AND 5TH STREET,KENNEDY SPACE CENTER,FL,32899,NOT AVAILABLE,(321) 867-5437,CENTER BASED,OPEN,150,BREVARD,12009,USA,28.51676,-80.66373,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY,2019/02/04 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8975456.77173098,3243107.42651433,26640,1222292732,KIDS WORLD ACADEMY OF FLORIDA,1181 SAN FILIPPO DR SE,PALM BAY,FL,32909,NOT AVAILABLE,(321) 914-0894,SCHOOL BASED,OPEN,98,BREVARD,12009,USA,27.95346,-80.6279,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8972277.48707392,3268634.63106199,26641,1222293190,KINDERCARE LEARNING CENTER,200 RIVERSIDE PARK DR,INDIAN HARBOUR BEACH,FL,32937,NOT AVAILABLE,(321) 777-8181,CENTER BASED,OPEN,100,BREVARD,12009,USA,28.15583,-80.59934,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8996663.13472709,3322855.06309126,26642,1222293192,KINDERCARE LEARNING CENTER LLC,2701 BARNA AVE,TITUSVILLE,FL,32780,NOT AVAILABLE,(321) 268-3891,CENTER BASED,OPEN,100,BREVARD,12009,USA,28.5844,-80.8184,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8980337.24084633,3267041.44779954,26643,1222293191,KINDERCARE LEARNING CENTER LLC,2220 N WICKHAM RD,MELBOURNE,FL,32935,NOT AVAILABLE,(321) 254-4029,CENTER BASED,OPEN,100,BREVARD,12009,USA,28.143211,-80.671742,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8983367.13474675,3296029.33136296,26644,1222293208,KINDERCARE LEARNING CENTER LLC,55 CATALINA ISLE DR,MERRITT ISLAND,FL,32953,NOT AVAILABLE,(321) 453-3473,CENTER BASED,OPEN,135,BREVARD,12009,USA,28.37258,-80.69896,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8999755.59018133,3323675.29811561,26645,1222293215,KINGDOM BUILDERS CHILDCARE CENTER INC.,3155 SOUTH ST,TITUSVILLE,FL,32780,NOT AVAILABLE,(321) 567-2507,RELIGIOUS FACILITY,OPEN,131,BREVARD,12009,USA,28.59087,-80.84618,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8990660.78778352,3307111.75893183,26646,1222296832,KOALA T KARE LEARNING CENTER,5319 YARBER DR,COCOA,FL,32927,NOT AVAILABLE,(321) 636-5593,CENTER BASED,OPEN,115,BREVARD,12009,USA,28.46014,-80.76448,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8985011.32362576,3278350.05738016,26647,1222293222,LA PETITE ACADEMY,8200 DEVEREUX DR,MELBOURNE,FL,32940,NOT AVAILABLE,(321) 259-1113,CENTER BASED,OPEN,150,BREVARD,12009,USA,28.23275,-80.71373,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8983927.07178544,3299004.08128508,26648,1222293230,LA PETITE ACADEMY,2200 N COURTENAY PKWY,MERRITT ISLAND,FL,32953,NOT AVAILABLE,(321) 459-1825,CENTER BASED,OPEN,135,BREVARD,12009,USA,28.39609,-80.70399,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8973251.53261836,3253208.11942366,26649,1222293229,LA PETITE ACADEMY,2111 FRANKLIN DR NE,PALM BAY,FL,32905,NOT AVAILABLE,(321) 676-5052,CENTER BASED,OPEN,155,BREVARD,12009,USA,28.03358,-80.60809,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8986279.2526259,3290819.09738458,26650,1222293217,LA PETITE ACADEMY,170 BARTON BLVD,ROCKLEDGE,FL,32955,NOT AVAILABLE,(321) 631-5017,CENTER BASED,OPEN,120,BREVARD,12009,USA,28.33139,-80.72512,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8971439.47394723,3256429.64196932,26651,1222334059,LAGOON EXPLORERS,3275 DIXIE HWY NE,PALM BAY,FL,32905,NOT AVAILABLE,(321) 725-7775,CENTER BASED,OPEN,30,BREVARD,12009,USA,28.059121,-80.591812,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8991152.93125232,3309168.38310434,26652,1222287559,LAUGHIN' PLACE LEARNING CENTER,1195 LA FAIR ST,COCOA,FL,32927,NOT AVAILABLE,(321) 632-5168,CENTER BASED,OPEN,78,BREVARD,12009,USA,28.476381,-80.768901,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8979339.59556985,3247324.8009676,26653,1222293234,LITTLE ANGELS CHRISTIAN BASED ACADEMY LLC,3080 JUPITER BLVD SE,PALM BAY,FL,32909,NOT AVAILABLE,(321) 914-3991,RELIGIOUS FACILITY,OPEN,78,BREVARD,12009,USA,27.98692,-80.66278,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8988134.0579815,3292979.47377366,26654,1222334060,LITTLE B'S LEARNING CENTER LLC,840 FERNDALE AVE,ROCKLEDGE,FL,32955,NOT AVAILABLE,(321) 806-6683,CENTER BASED,OPEN,52,BREVARD,12009,USA,28.348471,-80.741782,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8996756.64309937,3326212.38782985,26655,1222293189,M AND M FAMILY CARE B,410 S PARK AVE,TITUSVILLE,FL,32796,NOT AVAILABLE,(321) 338-7690,CENTER BASED,OPEN,55,BREVARD,12009,USA,28.61088,-80.81924,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8987848.85744609,3294108.93709371,26656,1222283430,M AND M FAMILY CARE CENTER INC.,807 PEACHTREE ST,COCOA,FL,32922,NOT AVAILABLE,NOT AVAILABLE,CENTER BASED,OPEN,61,BREVARD,12009,USA,28.3574,-80.73922,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8989169.10660689,3296049.57413593,26657,1222296825,MARJORIE OLSEN EARLY HEAD START,1403 DIXON BLVD,COCOA,FL,32922,NOT AVAILABLE,(321) 877-1105,HEAD START,OPEN,32,BREVARD,12009,USA,28.37274,-80.75108,624410,"HEAD START PROGRAMS, SEPARATE FROM SCHOOLS",https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8983649.88625336,3293886.30045387,26658,1222293245,MERRITT ISLAND CHRISTIAN ACADEMY,140 MAGNOLIA AVE,MERRITT ISLAND,FL,32952,NOT AVAILABLE,(321) 453-2715,RELIGIOUS FACILITY,OPEN,198,BREVARD,12009,USA,28.35564,-80.7015,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/06/05 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8983687.84619972,3293914.12983199,26659,1222334061,MERRITT ISLAND CHRISTIAN ACADEMY,140 MAGNOLIA AVE,MERRITT ISLAND,FL,32952,NOT AVAILABLE,(321) 453-2715,RELIGIOUS FACILITY,OPEN,198,BREVARD,12009,USA,28.35586,-80.701841,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2022/06/02 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
-8983576.41538944,3292694.75117398,26660,1222296828,MERRITT ISLAND PRESBYTERIAN CHURCH PRESCHOOL,155 CONE RD,MERRITT ISLAND,FL,32952,NOT AVAILABLE,(321) 453-1640,RELIGIOUS FACILITY,OPEN,255,BREVARD,12009,USA,28.34622,-80.70084,624410,CHILD DAY CARE CENTERS,https://www.myflfamilies.com/service-programs/child-care/docs/child%20care%20providers.xlsx,2022/05/02 00:00:00+00,IMAGERY/OTHER,2019/02/12 00:00:00+00,NOT AVAILABLE,CHILD CARE FACILITY
